Country,Country Code,Region,Year,Population
Turkey,UKR,Emerging and Developing Europe,2014,78112073
Turkey,UKR,Emerging and Developing Europe,2015,79646178
Turkey,UKR,Emerging and Developing Europe,2016,81019394
Turkey,UKR,Emerging and Developing Europe,2017,82089826
Turkey,UKR,Emerging and Developing Europe,2018,82809304
Turkey,UKR,Emerging and Developing Europe,2019,83481684
Turkey,UKR,Emerging and Developing Europe,2020,84135428
Turkey,UKR,Emerging and Developing Europe,2021,84775404
Turkey,UKR,Emerging and Developing Europe,2022,84775404
Turkey,UKR,Emerging and Developing Europe,2023,84775404
Trinidad and Tobago,ARE,Latin America and the Caribbean,2014,1450661
Uruguay,ARE,Latin America and the Caribbean,2014,3391662
Venezuela,ARE,Latin America and the Caribbean,2014,30193258
Trinidad and Tobago,ARE,Latin America and the Caribbean,2015,1460177
Uruguay,ARE,Latin America and the Caribbean,2015,3402818
Venezuela,ARE,Latin America and the Caribbean,2015,30529716
Trinidad and Tobago,ARE,Latin America and the Caribbean,2016,1469330
Uruguay,ARE,Latin America and the Caribbean,2016,3413766
Venezuela,ARE,Latin America and the Caribbean,2016,30741464
Trinidad and Tobago,ARE,Latin America and the Caribbean,2017,1478607
Uruguay,GBR,Latin America and the Caribbean,2017,3422200
Venezuela,GBR,Latin America and the Caribbean,2017,30563433
Trinidad and Tobago,GBR,Latin America and the Caribbean,2018,1504709
Uruguay,GBR,Latin America and the Caribbean,2018,3427042
Venezuela,GBR,Latin America and the Caribbean,2018,29825653
Trinidad and Tobago,GBR,Latin America and the Caribbean,2019,1519955
Uruguay,GBR,Latin America and the Caribbean,2019,3428409
Venezuela,GBR,Latin America and the Caribbean,2019,28971683
Trinidad and Tobago,GBR,Latin America and the Caribbean,2020,1518147
Uruguay,GBR,Latin America and the Caribbean,2020,3429086
Venezuela,USA,Latin America and the Caribbean,2020,28490453
Trinidad and Tobago,USA,Latin America and the Caribbean,2021,1525663
Uruguay,USA,Latin America and the Caribbean,2021,3426260
Venezuela,USA,Latin America and the Caribbean,2021,28199867
Trinidad and Tobago,USA,Latin America and the Caribbean,2022,1525663
Uruguay,USA,Latin America and the Caribbean,2022,3426260
Venezuela,USA,Latin America and the Caribbean,2022,28199867
Trinidad and Tobago,USA,Latin America and the Caribbean,2023,1525663
Uruguay,USA,Latin America and the Caribbean,2023,3426260
Venezuela,USA,Latin America and the Caribbean,2023,28199867
Tunisia,URY,"Middle East, North Africa and Pakistan",2014,11428948
United Arab Emirates,URY,"Middle East, North Africa and Pakistan",2014,8835951
"Yemen, Rep.",URY,"Middle East, North Africa and Pakistan",2014,27753304
Tunisia,URY,"Middle East, North Africa and Pakistan",2015,11557779
United Arab Emirates,URY,"Middle East, North Africa and Pakistan",2015,8916899
"Yemen, Rep.",URY,"Middle East, North Africa and Pakistan",2015,28516545
Tunisia,URY,"Middle East, North Africa and Pakistan",2016,11685667
United Arab Emirates,URY,"Middle East, North Africa and Pakistan",2016,8994263
"Yemen, Rep.",URY,"Middle East, North Africa and Pakistan",2016,29274002
Tunisia,URY,"Middle East, North Africa and Pakistan",2017,11811443
United Arab Emirates,VEN,"Middle East, North Africa and Pakistan",2017,9068296
"Yemen, Rep.",VEN,"Middle East, North Africa and Pakistan",2017,30034389
Tunisia,VEN,"Middle East, North Africa and Pakistan",2018,11933041
United Arab Emirates,VEN,"Middle East, North Africa and Pakistan",2018,9140169
"Yemen, Rep.",VEN,"Middle East, North Africa and Pakistan",2018,30790513
Tunisia,VEN,"Middle East, North Africa and Pakistan",2019,12049314
United Arab Emirates,VEN,"Middle East, North Africa and Pakistan",2019,9211657
"Yemen, Rep.",VEN,"Middle East, North Africa and Pakistan",2019,31546691
Tunisia,VEN,"Middle East, North Africa and Pakistan",2020,12161723
United Arab Emirates,VEN,"Middle East, North Africa and Pakistan",2020,9287289
"Yemen, Rep.",VNM,"Middle East, North Africa and Pakistan",2020,32284046
Tunisia,VNM,"Middle East, North Africa and Pakistan",2021,12262946
United Arab Emirates,VNM,"Middle East, North Africa and Pakistan",2021,9365145
"Yemen, Rep.",VNM,"Middle East, North Africa and Pakistan",2021,32981641
Tunisia,VNM,"Middle East, North Africa and Pakistan",2022,12262946
United Arab Emirates,VNM,"Middle East, North Africa and Pakistan",2022,9365145
"Yemen, Rep.",VNM,"Middle East, North Africa and Pakistan",2022,32981641
Tunisia,VNM,"Middle East, North Africa and Pakistan",2023,12262946
United Arab Emirates,VNM,"Middle East, North Africa and Pakistan",2023,9365145
"Yemen, Rep.",VNM,"Middle East, North Africa and Pakistan",2023,32981641
Tanzania,YEM,Sub-Saharan Africa,2014,50814552
Zambia,YEM,Sub-Saharan Africa,2014,15737793
Zimbabwe,YEM,Sub-Saharan Africa,2014,13855753
Tanzania,YEM,Sub-Saharan Africa,2015,52542823
Zambia,YEM,Sub-Saharan Africa,2015,16248230
Zimbabwe,YEM,Sub-Saharan Africa,2015,14154937
Tanzania,YEM,Sub-Saharan Africa,2016,54401802
Zambia,YEM,Sub-Saharan Africa,2016,16767761
Zimbabwe,YEM,Sub-Saharan Africa,2016,14452704
Tanzania,YEM,Sub-Saharan Africa,2017,56267032
Zambia,ZMB,Sub-Saharan Africa,2017,17298054
Zimbabwe,ZMB,Sub-Saharan Africa,2017,14751101
Tanzania,ZMB,Sub-Saharan Africa,2018,58090443
Zambia,ZMB,Sub-Saharan Africa,2018,17835893
Zimbabwe,ZMB,Sub-Saharan Africa,2018,15052184
Tanzania,ZMB,Sub-Saharan Africa,2019,59872579
Zambia,ZMB,Sub-Saharan Africa,2019,18380477
Zimbabwe,ZMB,Sub-Saharan Africa,2019,15354608
Tanzania,ZMB,Sub-Saharan Africa,2020,61704518
Zambia,ZMB,Sub-Saharan Africa,2020,18927715
Zimbabwe,ZWE,Sub-Saharan Africa,2020,15669666
Tanzania,ZWE,Sub-Saharan Africa,2021,63588334
Zambia,ZWE,Sub-Saharan Africa,2021,19473125
Zimbabwe,ZWE,Sub-Saharan Africa,2021,15993524
Tanzania,ZWE,Sub-Saharan Africa,2022,63588334
Zambia,ZWE,Sub-Saharan Africa,2022,19473125
Zimbabwe,ZWE,Sub-Saharan Africa,2022,15993524
Tanzania,ZWE,Sub-Saharan Africa,2023,63588334
Zambia,ZWE,Sub-Saharan Africa,2023,19473125
Zimbabwe,ZWE,Sub-Saharan Africa,2023,15993524
